date,entity_id,primary_metric,secondary_metric,value_pool,quality_score,risk_score
2026-01-01,AUT001,86.1,82.7,91013,83.6,15.0
2026-01-01,AUT002,84.0,36.2,60596,67.4,21.9
2026-01-01,AUT003,40.5,52.1,143054,65.8,19.2
2026-01-01,AUT004,85.5,68.6,108318,81.7,69.0
2026-01-01,AUT005,40.5,18.8,75063,79.6,81.5
2026-01-01,AUT006,96.0,80.9,135480,70.8,59.8
2026-01-01,AUT007,68.6,20.6,13629,97.3,54.8
2026-01-01,AUT008,64.5,63.6,84788,93.9,29.5
2026-01-01,AUT009,74.7,23.1,147397,63.6,62.2
2026-01-01,AUT010,85.1,29.5,59863,68.0,62.0
2026-01-01,AUT011,73.6,40.2,76934,70.5,91.7
2026-01-01,AUT012,59.6,55.6,156745,87.1,80.3
2026-01-01,AUT013,59.6,22.0,96804,92.5,40.2
2026-01-01,AUT014,83.5,49.1,24756,76.3,18.7
2026-01-01,AUT015,96.5,32.1,30864,84.2,20.4
2026-01-01,AUT016,48.5,59.2,43314,62.2,54.7
2026-01-01,AUT017,79.2,65.3,10538,86.7,58.4
2026-01-01,AUT018,47.4,46.4,24566,94.4,19.4
2026-01-01,AUT019,65.2,64.2,68376,65.7,52.6
2026-01-01,AUT020,56.6,55.4,112571,81.9,13.8
2026-01-01,AUT021,70.6,19.1,68762,70.2,17.4
2026-01-01,AUT022,55.6,73.6,182846,96.2,12.2
2026-01-01,AUT023,77.6,71.0,143185,94.0,80.0
2026-01-01,AUT024,81.7,26.8,164867,90.0,58.3
2026-01-01,AUT025,93.8,48.2,175301,74.6,89.0
2026-01-01,AUT026,71.8,22.6,143628,68.3,78.4
2026-01-01,AUT027,87.6,45.8,86509,89.9,73.2
2026-01-01,AUT028,57.0,82.7,54036,62.1,92.1
2026-01-01,AUT029,48.5,70.3,137454,96.7,55.1
2026-01-01,AUT030,53.2,65.3,61631,84.2,14.6
2026-01-01,AUT031,41.2,51.6,28135,65.0,26.9
2026-01-01,AUT032,43.9,29.8,31138,73.9,18.4
2026-01-01,AUT033,64.0,76.3,54227,66.4,45.8
2026-01-01,AUT034,59.9,19.5,91272,80.3,47.7
2026-01-01,AUT035,44.0,70.9,71269,94.5,45.5
2026-01-01,AUT036,57.5,74.1,23520,72.1,9.3
2026-01-02,AUT001,67.9,60.8,68564,87.8,12.1
2026-01-02,AUT002,91.2,58.7,83389,85.2,53.3
2026-01-02,AUT003,96.7,64.1,48432,77.5,63.3
2026-01-02,AUT004,88.5,64.0,39017,65.4,80.7
2026-01-02,AUT005,72.9,36.0,150523,77.1,20.1
